GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AHY2E001,AHY2E002,AHY2E003,AHY2E004,AHY2E005,AHY2E006,AHY2E007,AHY2E008,AHY2E009,AHY2E010,NAME_M,AHY2M001,AHY2M002,AHY2M003,AHY2M004,AHY2M005,AHY2M006,AHY2M007,AHY2M008,AHY2M009,AHY2M010
"G4801130014703","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"014703",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113014703",,,"Census Tract 147.03, Dallas County, Texas",2076,1371,40,0,58,0,499,108,41,67,"Census Tract 147.03, Dallas County, Texas",191,248,62,13,54,13,188,72,34,65
"G4801130014901","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"014901",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113014901",,,"Census Tract 149.01, Dallas County, Texas",1485,939,51,28,0,0,467,0,0,0,"Census Tract 149.01, Dallas County, Texas",119,171,58,32,13,13,193,13,13,13
"G4801130014902","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"014902",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113014902",,,"Census Tract 149.02, Dallas County, Texas",2710,1460,173,12,47,17,910,91,57,34,"Census Tract 149.02, Dallas County, Texas",260,315,97,20,51,28,310,75,62,43
"G4801130015000","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"015000",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113015000",,,"Census Tract 150, Dallas County, Texas",7802,5019,316,0,301,0,2144,22,13,9,"Census Tract 150, Dallas County, Texas",704,892,216,19,202,19,875,28,23,17
"G4801130015100","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"015100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113015100",,,"Census Tract 151, Dallas County, Texas",6474,4636,332,136,260,0,840,270,100,170,"Census Tract 151, Dallas County, Texas",465,517,146,188,89,19,437,161,109,99
"G4801130015202","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"015202",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113015202",,,"Census Tract 152.02, Dallas County, Texas",3954,3060,250,4,11,0,315,314,0,314,"Census Tract 152.02, Dallas County, Texas",475,522,142,7,18,13,187,327,13,327
"G4801130015204","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"015204",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113015204",,,"Census Tract 152.04, Dallas County, Texas",7369,5414,300,76,446,36,831,266,136,130,"Census Tract 152.04, Dallas County, Texas",408,595,135,86,182,49,436,201,149,123
"G4801130015205","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"015205",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113015205",,,"Census Tract 152.05, Dallas County, Texas",4307,3115,289,8,0,0,768,127,19,108,"Census Tract 152.05, Dallas County, Texas",485,593,221,14,13,13,332,117,30,100
"G4801130015206","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"015206",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113015206",,,"Census Tract 152.06, Dallas County, Texas",4616,3390,136,0,117,0,867,106,24,82,"Census Tract 152.06, Dallas County, Texas",508,625,125,13,95,13,482,98,30,93
"G4801130015303","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"015303",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113015303",,,"Census Tract 153.03, Dallas County, Texas",2105,1700,172,0,14,0,217,2,2,0,"Census Tract 153.03, Dallas County, Texas",329,269,175,13,24,13,215,7,7,13
"G4801130015304","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"015304",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113015304",,,"Census Tract 153.04, Dallas County, Texas",3897,2710,132,18,179,0,812,46,8,38,"Census Tract 153.04, Dallas County, Texas",353,402,126,16,182,13,437,55,14,54
"G4801130015305","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"015305",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113015305",,,"Census Tract 153.05, Dallas County, Texas",4651,3153,444,5,102,0,880,67,9,58,"Census Tract 153.05, Dallas County, Texas",398,521,238,8,102,13,407,47,15,46
"G4801130015306","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"015306",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113015306",,,"Census Tract 153.06, Dallas County, Texas",5205,3152,510,6,1058,0,285,194,94,100,"Census Tract 153.06, Dallas County, Texas",300,354,127,9,137,19,186,142,129,63
"G4801130015401","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"015401",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113015401",,,"Census Tract 154.01, Dallas County, Texas",6818,4923,1275,12,247,0,297,64,0,64,"Census Tract 154.01, Dallas County, Texas",524,604,450,20,198,19,163,72,19,72
"G4801130015403","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"015403",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113015403",,,"Census Tract 154.03, Dallas County, Texas",3398,2083,921,0,0,0,247,147,0,147,"Census Tract 154.03, Dallas County, Texas",381,380,283,13,13,13,192,167,13,167
"G4801130015404","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"015404",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113015404",,,"Census Tract 154.04, Dallas County, Texas",4690,3405,1070,26,64,0,64,61,48,13,"Census Tract 154.04, Dallas County, Texas",558,526,314,37,84,13,70,68,69,25
"G4801130015500","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"015500",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113015500",,,"Census Tract 155, Dallas County, Texas",3570,2667,507,4,67,0,259,66,0,66,"Census Tract 155, Dallas County, Texas",448,604,284,8,103,13,194,52,13,52
"G4801130015600","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"015600",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113015600",,,"Census Tract 156, Dallas County, Texas",5742,4859,201,0,98,6,489,89,88,1,"Census Tract 156, Dallas County, Texas",531,625,147,19,150,10,241,127,126,2
"G4801130015700","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"015700",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113015700",,,"Census Tract 157, Dallas County, Texas",2933,2461,64,39,160,7,141,61,17,44,"Census Tract 157, Dallas County, Texas",243,286,103,44,135,12,110,43,25,36
"G4801130015800","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"015800",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113015800",,,"Census Tract 158, Dallas County, Texas",2368,2118,0,6,0,0,233,11,11,0,"Census Tract 158, Dallas County, Texas",323,329,13,10,13,13,235,16,16,13
"G4801130015900","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"015900",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113015900",,,"Census Tract 159, Dallas County, Texas",3808,2801,608,0,92,0,241,66,47,19,"Census Tract 159, Dallas County, Texas",395,452,175,13,100,13,160,50,49,21
"G4801130016001","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016001",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016001",,,"Census Tract 160.01, Dallas County, Texas",4979,4163,303,73,0,0,412,28,0,28,"Census Tract 160.01, Dallas County, Texas",481,566,187,78,13,13,311,27,13,27
"G4801130016002","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016002",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016002",,,"Census Tract 160.02, Dallas County, Texas",3087,2450,301,7,31,0,246,52,9,43,"Census Tract 160.02, Dallas County, Texas",338,337,147,12,47,13,166,37,12,37
"G4801130016100","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016100",,,"Census Tract 161, Dallas County, Texas",3385,2145,998,0,0,0,36,206,22,184,"Census Tract 161, Dallas County, Texas",289,313,209,13,13,13,56,158,38,149
"G4801130016201","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016201",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016201",,,"Census Tract 162.01, Dallas County, Texas",4503,3403,782,6,0,0,212,100,5,95,"Census Tract 162.01, Dallas County, Texas",473,447,300,10,13,13,151,90,8,90
"G4801130016202","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016202",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016202",,,"Census Tract 162.02, Dallas County, Texas",6451,5448,830,0,60,0,16,97,53,44,"Census Tract 162.02, Dallas County, Texas",752,854,374,19,68,19,26,83,61,46
"G4801130016301","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016301",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016301",,,"Census Tract 163.01, Dallas County, Texas",7442,5228,893,36,425,0,808,52,47,5,"Census Tract 163.01, Dallas County, Texas",583,588,236,29,121,19,479,55,55,8
"G4801130016302","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016302",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016302",,,"Census Tract 163.02, Dallas County, Texas",2084,1840,46,13,117,0,29,39,19,20,"Census Tract 163.02, Dallas County, Texas",235,258,40,23,86,13,31,44,28,23
"G4801130016401","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016401",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016401",,,"Census Tract 164.01, Dallas County, Texas",10987,5733,3166,67,980,0,670,371,54,317,"Census Tract 164.01, Dallas County, Texas",656,711,591,77,251,21,317,203,68,187
"G4801130016406","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016406",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016406",,,"Census Tract 164.06, Dallas County, Texas",5538,3996,859,0,297,0,242,144,45,99,"Census Tract 164.06, Dallas County, Texas",467,585,236,19,154,19,181,98,35,89
"G4801130016407","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016407",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016407",,,"Census Tract 164.07, Dallas County, Texas",7820,5616,1237,0,115,0,693,159,33,126,"Census Tract 164.07, Dallas County, Texas",631,708,336,19,94,19,502,153,37,148
"G4801130016408","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016408",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016408",,,"Census Tract 164.08, Dallas County, Texas",7836,4907,1455,130,334,0,1010,0,0,0,"Census Tract 164.08, Dallas County, Texas",665,667,336,123,189,19,629,19,19,19
"G4801130016409","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016409",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016409",,,"Census Tract 164.09, Dallas County, Texas",3510,2056,750,0,417,0,261,26,22,4,"Census Tract 164.09, Dallas County, Texas",215,298,179,13,46,13,175,39,37,8
"G4801130016410","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016410",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016410",,,"Census Tract 164.10, Dallas County, Texas",4929,2807,1362,9,553,0,56,142,14,128,"Census Tract 164.10, Dallas County, Texas",494,361,367,13,142,13,56,115,23,112
"G4801130016411","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016411",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016411",,,"Census Tract 164.11, Dallas County, Texas",9064,5632,2185,31,727,0,209,280,89,191,"Census Tract 164.11, Dallas County, Texas",900,855,546,37,306,19,189,158,93,128
"G4801130016412","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016412",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016412",,,"Census Tract 164.12, Dallas County, Texas",4764,2484,1237,5,758,0,53,227,49,178,"Census Tract 164.12, Dallas County, Texas",357,220,316,9,238,13,57,107,67,113
"G4801130016413","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016413",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016413",,,"Census Tract 164.13, Dallas County, Texas",6830,3205,2202,12,990,0,335,86,18,68,"Census Tract 164.13, Dallas County, Texas",517,539,311,19,159,19,300,86,28,83
"G4801130016502","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016502",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016502",,,"Census Tract 165.02, Dallas County, Texas",6608,4454,1771,0,32,0,237,114,46,68,"Census Tract 165.02, Dallas County, Texas",567,521,459,19,39,19,216,100,45,90
"G4801130016509","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016509",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016509",,,"Census Tract 165.09, Dallas County, Texas",6373,3481,2526,0,30,0,209,127,20,107,"Census Tract 165.09, Dallas County, Texas",656,603,791,19,29,19,225,67,23,62
"G4801130016510","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016510",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016510",,,"Census Tract 165.10, Dallas County, Texas",13704,5318,6368,71,512,0,1204,231,104,127,"Census Tract 165.10, Dallas County, Texas",753,844,540,55,202,21,859,207,161,135
"G4801130016511","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016511",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016511",,,"Census Tract 165.11, Dallas County, Texas",4632,1141,2988,27,85,0,294,97,79,18,"Census Tract 165.11, Dallas County, Texas",405,309,453,36,125,13,194,79,75,20
"G4801130016513","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016513",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016513",,,"Census Tract 165.13, Dallas County, Texas",4889,2720,1846,0,58,12,133,120,31,89,"Census Tract 165.13, Dallas County, Texas",318,265,274,13,52,19,105,109,50,97
"G4801130016514","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016514",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016514",,,"Census Tract 165.14, Dallas County, Texas",7064,2451,3834,0,494,0,184,101,0,101,"Census Tract 165.14, Dallas County, Texas",610,502,563,19,437,19,117,101,19,101
"G4801130016516","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016516",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016516",,,"Census Tract 165.16, Dallas County, Texas",5644,3822,1569,6,32,0,142,73,32,41,"Census Tract 165.16, Dallas County, Texas",563,557,548,10,41,19,133,54,34,40
"G4801130016517","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016517",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016517",,,"Census Tract 165.17, Dallas County, Texas",4521,2234,1595,0,54,0,552,86,19,67,"Census Tract 165.17, Dallas County, Texas",312,434,402,13,46,13,295,69,22,66
"G4801130016518","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016518",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016518",,,"Census Tract 165.18, Dallas County, Texas",5074,3311,1535,18,50,0,110,50,9,41,"Census Tract 165.18, Dallas County, Texas",408,420,454,28,69,19,113,60,15,58
"G4801130016519","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016519",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016519",,,"Census Tract 165.19, Dallas County, Texas",2402,1842,389,11,25,0,82,53,0,53,"Census Tract 165.19, Dallas County, Texas",166,181,79,11,29,13,75,62,13,62
"G4801130016520","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016520",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016520",,,"Census Tract 165.20, Dallas County, Texas",8725,4468,2996,90,627,0,526,18,0,18,"Census Tract 165.20, Dallas County, Texas",1098,957,610,105,153,19,439,37,19,37
"G4801130016521","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016521",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016521",,,"Census Tract 165.21, Dallas County, Texas",6413,2934,2770,8,274,0,259,168,31,137,"Census Tract 165.21, Dallas County, Texas",865,687,437,12,163,19,159,122,25,120
"G4801130016522","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016522",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016522",,,"Census Tract 165.22, Dallas County, Texas",3241,1953,945,0,144,0,64,135,99,36,"Census Tract 165.22, Dallas County, Texas",408,323,320,13,125,13,76,90,83,31
"G4801130016523","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016523",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016523",,,"Census Tract 165.23, Dallas County, Texas",4515,2531,1179,6,398,1,151,249,71,178,"Census Tract 165.23, Dallas County, Texas",284,271,209,11,211,2,174,206,48,210
"G4801130016605","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016605",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016605",,,"Census Tract 166.05, Dallas County, Texas",8065,3241,4561,0,95,0,148,20,20,0,"Census Tract 166.05, Dallas County, Texas",1023,925,815,19,148,19,160,33,33,19
"G4801130016606","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016606",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016606",,,"Census Tract 166.06, Dallas County, Texas",7514,2067,4861,0,0,19,154,413,142,271,"Census Tract 166.06, Dallas County, Texas",639,554,658,19,19,29,125,362,91,356
"G4801130016607","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016607",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016607",,,"Census Tract 166.07, Dallas County, Texas",3588,311,3011,18,69,0,41,138,39,99,"Census Tract 166.07, Dallas County, Texas",373,174,400,29,67,13,41,119,43,98
"G4801130016610","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016610",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016610",,,"Census Tract 166.10, Dallas County, Texas",4695,919,3637,4,31,9,58,37,37,0,"Census Tract 166.10, Dallas County, Texas",442,249,392,8,42,14,40,48,48,13
"G4801130016611","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016611",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016611",,,"Census Tract 166.11, Dallas County, Texas",6257,1855,4102,12,0,0,17,271,53,218,"Census Tract 166.11, Dallas County, Texas",661,611,565,21,19,19,29,267,83,257
"G4801130016612","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016612",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016612",,,"Census Tract 166.12, Dallas County, Texas",13948,3074,10339,0,0,0,343,192,38,154,"Census Tract 166.12, Dallas County, Texas",1336,884,1386,21,21,21,433,159,63,120
"G4801130016615","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016615",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016615",,,"Census Tract 166.15, Dallas County, Texas",4313,1296,2506,0,80,0,202,229,16,213,"Census Tract 166.15, Dallas County, Texas",323,260,290,13,117,13,195,166,26,166
"G4801130016616","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016616",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016616",,,"Census Tract 166.16, Dallas County, Texas",6908,2639,3717,0,114,0,46,392,9,383,"Census Tract 166.16, Dallas County, Texas",477,427,410,19,85,19,47,481,14,481
"G4801130016617","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016617",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016617",,,"Census Tract 166.17, Dallas County, Texas",4336,1158,2729,0,139,0,166,144,0,144,"Census Tract 166.17, Dallas County, Texas",515,195,499,13,85,13,141,136,13,136
"G4801130016618","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016618",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016618",,,"Census Tract 166.18, Dallas County, Texas",4947,1393,3263,7,74,0,79,131,14,117,"Census Tract 166.18, Dallas County, Texas",439,276,429,12,106,13,65,83,22,81
"G4801130016619","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016619",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016619",,,"Census Tract 166.19, Dallas County, Texas",3690,969,2665,19,0,13,22,2,0,2,"Census Tract 166.19, Dallas County, Texas",393,223,302,22,13,20,38,8,13,8
"G4801130016620","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016620",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016620",,,"Census Tract 166.20, Dallas County, Texas",5376,1468,3583,0,0,0,161,164,0,164,"Census Tract 166.20, Dallas County, Texas",466,373,416,19,19,19,150,167,19,167
"G4801130016621","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016621",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016621",,,"Census Tract 166.21, Dallas County, Texas",5906,1852,3511,101,0,0,142,300,84,216,"Census Tract 166.21, Dallas County, Texas",624,433,508,158,19,19,141,191,64,185
"G4801130016622","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016622",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016622",,,"Census Tract 166.22, Dallas County, Texas",4149,1544,2472,0,0,0,31,102,0,102,"Census Tract 166.22, Dallas County, Texas",381,344,365,13,13,13,49,98,13,98
"G4801130016623","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016623",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016623",,,"Census Tract 166.23, Dallas County, Texas",6344,1790,3855,66,123,14,194,302,65,237,"Census Tract 166.23, Dallas County, Texas",602,466,551,95,96,21,247,127,63,129
"G4801130016624","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016624",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016624",,,"Census Tract 166.24, Dallas County, Texas",3123,918,2005,0,54,9,102,35,0,35,"Census Tract 166.24, Dallas County, Texas",346,165,319,13,52,13,80,37,13,37
"G4801130016625","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016625",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016625",,,"Census Tract 166.25, Dallas County, Texas",10250,3001,6712,0,93,0,127,317,50,267,"Census Tract 166.25, Dallas County, Texas",628,697,696,21,106,21,136,184,79,190
"G4801130016626","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016626",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016626",,,"Census Tract 166.26, Dallas County, Texas",5116,1676,3092,7,0,0,249,92,17,75,"Census Tract 166.26, Dallas County, Texas",459,331,423,12,19,19,205,85,20,83
"G4801130016701","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016701",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016701",,,"Census Tract 167.01, Dallas County, Texas",6714,837,5653,0,0,0,54,170,66,104,"Census Tract 167.01, Dallas County, Texas",821,584,931,19,19,19,86,141,118,112
"G4801130016703","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016703",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016703",,,"Census Tract 167.03, Dallas County, Texas",11220,3050,7553,71,40,0,117,389,119,270,"Census Tract 167.03, Dallas County, Texas",788,629,778,83,48,21,127,240,110,209
"G4801130016704","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016704",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016704",,,"Census Tract 167.04, Dallas County, Texas",4500,1439,2844,0,52,0,88,77,0,77,"Census Tract 167.04, Dallas County, Texas",519,390,428,13,62,13,99,71,13,71
"G4801130016705","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016705",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016705",,,"Census Tract 167.05, Dallas County, Texas",7252,1600,5140,37,46,0,327,102,20,82,"Census Tract 167.05, Dallas County, Texas",670,615,618,53,69,19,380,92,37,84
"G4801130016802","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016802",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016802",,,"Census Tract 168.02, Dallas County, Texas",3866,1883,1808,0,0,0,116,59,10,49,"Census Tract 168.02, Dallas County, Texas",338,275,247,13,13,13,104,65,17,52
"G4801130016803","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016803",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016803",,,"Census Tract 168.03, Dallas County, Texas",5509,1761,3465,0,6,29,105,143,0,143,"Census Tract 168.03, Dallas County, Texas",588,340,596,19,12,158,144,110,19,110
"G4801130016804","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016804",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016804",,,"Census Tract 168.04, Dallas County, Texas",8434,1023,6845,72,4,0,147,343,0,343,"Census Tract 168.04, Dallas County, Texas",736,505,802,110,13,19,190,335,19,335
"G4801130016902","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016902",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016902",,,"Census Tract 169.02, Dallas County, Texas",6022,3498,2157,23,2,0,206,136,15,121,"Census Tract 169.02, Dallas County, Texas",204,286,216,24,6,19,120,73,15,71
"G4801130016903","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"016903",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113016903",,,"Census Tract 169.03, Dallas County, Texas",5526,4115,1082,8,18,0,239,64,0,64,"Census Tract 169.03, Dallas County, Texas",510,566,303,15,18,19,167,59,19,59
"G4801130017001","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"017001",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113017001",,,"Census Tract 170.01, Dallas County, Texas",9746,7786,1076,80,51,0,422,331,47,284,"Census Tract 170.01, Dallas County, Texas",964,1074,385,64,67,19,289,288,54,282
"G4801130017003","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"017003",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113017003",,,"Census Tract 170.03, Dallas County, Texas",11920,10079,1054,0,71,0,716,0,0,0,"Census Tract 170.03, Dallas County, Texas",672,870,524,21,76,21,429,21,21,21
"G4801130017004","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"017004",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113017004",,,"Census Tract 170.04, Dallas County, Texas",9555,7443,627,333,0,0,992,160,17,143,"Census Tract 170.04, Dallas County, Texas",1007,1012,280,357,19,19,605,138,27,136
"G4801130017101","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"017101",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113017101",,,"Census Tract 171.01, Dallas County, Texas",5565,3680,1539,36,0,0,242,68,0,68,"Census Tract 171.01, Dallas County, Texas",568,567,339,34,19,19,167,67,19,67
"G4801130017102","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"017102",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113017102",,,"Census Tract 171.02, Dallas County, Texas",5322,3517,875,0,0,0,785,145,28,117,"Census Tract 171.02, Dallas County, Texas",539,493,165,19,19,19,442,77,42,91
"G4801130017201","2013-2017","TX",,,"Texas","48","Dallas County","113",,,"017201",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48113017201",,,"Census Tract 172.01, Dallas County, Texas",5595,4472,970,5,0,0,113,35,8,27,"Census Tract 172.01, Dallas County, Texas",600,596,318,8,19,19,98,29,13,26
