program_label,program,entities,code,number_reported,rent_per_month,hh_income,tpoverty,treatment,year,post,poverty_indicator
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019043,48113019043,11,590,23611,6,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019100,48113019100,45,426,16370,13,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019202,48113019202,17,364,15339,24,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019208,48113019208,15,443,18751,19,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019213,48113019213,239,293,11396,47,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113020200,48113020200,51,403,15932,34,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113020300,48113020300,129,330,10918,34,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113020400,48113020400,64,212,8073,32,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113020500,48113020500,467,272,11417,54,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201100000,48201100000,49,172,7089,16,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201210500,48201210500,15,491,18802,23,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201210900,48201210900,15,432,12885,17,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201211100,48201211100,46,278,10037,41,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201211200,48201211200,28,234,8794,31,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201211300,48201211300,83,361,14123,38,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201211400,48201211400,19,301,11225,36,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201211600,48201211600,53,212,8476,17,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201211700,48201211700,38,307,11379,33,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201212300,48201212300,14,306,9865,44,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201212500,48201212500,27,371,13268,31,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201220400,48201220400,33,379,11832,30,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201220500,48201220500,96,320,12963,44,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201220700,48201220700,95,411,15611,43,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201220800,48201220800,50,369,14298,59,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201221000,48201221000,74,313,12078,38,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201221500,48201221500,117,354,13690,45,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201222503,48201222503,13,377,10260,43,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201222600,48201222600,134,334,12862,36,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201222700,48201222700,387,420,16188,46,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201230200,48201230200,191,354,12633,23,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201230300,48201230300,17,367,13015,29,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201230400,48201230400,45,287,10461,26,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201230600,48201230600,12,561,19903,36,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201230700,48201230700,110,271,10848,33,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201230800,48201230800,13,509,17659,21,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201230900,48201230900,68,345,12592,39,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201231000,48201231000,14,466,16523,15,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201231100,48201231100,95,386,15000,23,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201231200,48201231200,197,342,13949,19,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201231300,48201231300,161,344,12805,35,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201231400,48201231400,28,591,18635,19,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201231500,48201231500,32,373,12397,39,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201231600,48201231600,30,421,15014,16,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201231800,48201231800,11,424,14355,25,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201231900,48201231900,72,500,17134,22,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201232000,48201232000,18,473,14607,18,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201232100,48201232100,63,419,14092,27,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201232200,48201232200,37,428,17803,14,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201232301,48201232301,95,420,15441,21,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201232302,48201232302,40,719,29538,16,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201232402,48201232402,135,329,12452,14,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201232403,48201232403,15,519,15684,19,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201232500,48201232500,89,362,14838,20,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201232701,48201232701,28,413,15059,31,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201232702,48201232702,72,413,15551,30,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201232800,48201232800,36,403,14800,16,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201232900,48201232900,87,346,12417,13,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201233001,48201233001,53,303,12594,14,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201233400,48201233400,59,329,12911,29,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201240400,48201240400,54,527,17900,26,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201240501,48201240501,78,400,15364,26,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201240502,48201240502,42,282,12526,37,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201240701,48201240701,281,410,15168,16,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201240702,48201240702,142,649,22585,14,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201240801,48201240801,22,284,10637,23,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201240802,48201240802,69,473,17215,14,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201240901,48201240901,67,544,19599,10,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201240902,48201240902,115,556,17810,11,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201241000,48201241000,38,467,20232,10,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201241101,48201241101,16,378,14674,11,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201241102,48201241102,93,482,19015,10,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201241103,48201241103,54,453,17434,14,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201241200,48201241200,51,448,17277,12,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201241300,48201241300,19,416,17778,9,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201241400,48201241400,26,402,14953,24,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201241500,48201241500,304,366,15395,19,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201250100,48201250100,23,845,27952,10,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201250200,48201250200,114,428,15889,17,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201250301,48201250301,33,555,20531,10,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201250302,48201250302,28,570,23535,8,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201250401,48201250401,29,474,17417,7,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201250402,48201250402,19,547,20091,6,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201250500,48201250500,15,420,16457,8,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201250600,48201250600,18,379,14525,21,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201250701,48201250701,19,545,24294,9,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201251700,48201251700,13,318,13074,10,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201251902,48201251902,23,318,14021,4,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201252301,48201252301,190,459,17369,11,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201252302,48201252302,24,576,18068,12,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201252800,48201252800,41,359,15262,20,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201252900,48201252900,11,489,21471,14,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201253000,48201253000,13,460,19516,19,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201253100,48201253100,30,569,19409,3,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201253200,48201253200,277,320,13594,14,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201253500,48201253500,39,413,16360,28,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201253600,48201253600,51,392,16001,21,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201253700,48201253700,35,304,12212,10,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201253800,48201253800,25,410,17536,12,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201253900,48201253900,28,219,9257,16,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201254000,48201254000,41,287,11712,10,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201254100,48201254100,51,371,15334,19,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201254300,48201254300,23,414,15807,25,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201254600,48201254600,12,594,25575,7,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201310100,48201310100,196,153,6440,34,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201310200,48201310200,52,145,6098,8,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201310300,48201310300,74,146,5734,18,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201310800,48201310800,18,324,11740,26,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201310900,48201310900,25,385,13416,39,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201311200,48201311200,46,173,7198,28,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201311600,48201311600,32,295,10873,33,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201311700,48201311700,50,474,17042,38,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201312200,48201312200,45,286,10842,40,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201312300,48201312300,38,308,12352,33,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201312400,48201312400,34,372,13577,41,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201312600,48201312600,12,305,10543,17,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201312700,48201312700,34,272,9142,22,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201312800,48201312800,28,302,12090,69,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201312900,48201312900,55,339,13233,23,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201313000,48201313000,35,327,13169,19,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201313200,48201313200,108,445,14642,19,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201313300,48201313300,19,429,16122,24,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201313400,48201313400,134,373,14941,26,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201313500,48201313500,42,360,13843,36,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201313600,48201313600,126,293,11432,42,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201313700,48201313700,33,446,16745,13,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201313800,48201313800,192,366,14744,39,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201314300,48201314300,101,350,13375,18,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201320200,48201320200,13,299,11513,21,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201320602,48201320602,85,340,13225,31,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201321200,48201321200,77,464,17250,41,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201321500,48201321500,24,392,15538,30,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201321600,48201321600,19,307,11896,8,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201322100,48201322100,14,286,11843,21,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201322200,48201322200,15,337,14857,22,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201322900,48201322900,17,343,11260,16,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201323000,48201323000,68,339,14400,32,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201323100,48201323100,16,237,9658,28,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201323200,48201323200,13,471,18884,16,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201323300,48201323300,53,354,13503,24,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201323500,48201323500,238,398,16123,33,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201323600,48201323600,138,362,15103,16,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201323801,48201323801,12,397,18038,5,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201323802,48201323802,18,428,16854,20,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201323900,48201323900,105,331,13707,27,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201330100,48201330100,54,494,16914,19,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201330200,48201330200,55,482,18266,20,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201330301,48201330301,18,752,25388,10,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201330302,48201330302,69,493,17970,15,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201330303,48201330303,43,369,14194,20,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201330400,48201330400,70,414,16104,21,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201330500,48201330500,36,498,18626,19,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201330600,48201330600,56,602,20445,24,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201330700,48201330700,83,477,16898,20,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201330800,48201330800,206,420,17611,12,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201330900,48201330900,64,598,22001,29,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201331100,48201331100,137,440,17360,38,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201331200,48201331200,174,451,15430,39,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201331300,48201331300,96,478,17322,22,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201331400,48201331400,183,377,13664,63,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201331500,48201331500,152,533,20192,13,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201331601,48201331601,135,413,14716,19,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201331602,48201331602,77,351,13712,31,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201331700,48201331700,53,492,18225,23,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201331800,48201331800,147,316,12509,41,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201331900,48201331900,57,369,14744,21,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201332000,48201332000,107,320,12777,38,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201332200,48201332200,29,478,15875,25,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201332300,48201332300,36,376,12379,22,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201332400,48201332400,50,512,17999,17,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201332500,48201332500,16,489,15725,22,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201332600,48201332600,21,433,15994,13,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201333100,48201333100,23,367,13837,20,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201333201,48201333201,41,251,9766,25,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201333202,48201333202,15,360,15522,23,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201333300,48201333300,180,250,10531,31,0,2019,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201333800,48201333800,13,432,17706,18,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201333902,48201333902,35,334,13633,10,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201334001,48201334001,129,389,14591,12,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201334100,48201334100,247,261,10643,14,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201340100,48201340100,103,415,17068,9,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201341000,48201341000,48,445,18781,11,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201341201,48201341201,85,387,15612,28,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201342300,48201342300,63,370,14816,14,0,2019,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201342400,48201342400,33,349,13458,7,0,2019,1,0
