code,year,number_reported,tpoverty,poverty_indicator,Total,White_alone,Black_or_African_American_alone,Asian_alone,Some_other_race_alone,Two_or_more_races,Two_races_including_some_other_race,Two_races_excluding_some_other_and_three_plus
48201533000,2018-2022,35.6,24.8,0,2450,112,1826,80,113,319,276,43
48201533100,2013-2017,71.8,23.2,0,7628,2264,4610,335,355,64,0,64
48201533100,2018-2022,40.4,21.2,0,6308,772,3452,188,1126,770,770,0
48201533200,2013-2017,117.6,23.6,0,3866,1269,2267,60,78,192,0,192
48201533200,2018-2022,89.8,24.0,0,4498,1424,1611,51,800,612,479,133
48201533300,2013-2017,98.0,40.8,1,6395,897,5088,0,124,273,0,273
48201533400,2013-2017,78.6,23.2,0,12357,6201,4614,303,1193,46,0,46
48201533600,2013-2017,120.6,25.0,0,5797,3337,1534,235,611,71,9,62
48201533600,2018-2022,100.2,33.2,1,5179,2251,1205,194,1045,484,467,17
48201533701,2013-2017,56.6,29.4,0,5869,4460,743,223,384,1,1,0
48201533701,2018-2022,31.4,36.4,1,6682,2503,881,12,1096,2190,2162,28
48201533702,2013-2017,18.8,21.2,0,3806,2583,660,60,410,20,16,4
48201533801,2013-2017,63.0,26.0,0,10332,6648,2061,1056,494,10,10,0
48201533802,2013-2017,17.2,33.6,1,7022,4677,942,607,533,182,104,78
48201533802,2018-2022,14.666666666666666,23.333333333333332,0,7944,3019,944,780,1911,1262,1260,2
48201533901,2013-2017,71.4,22.0,0,9939,5587,2827,524,651,282,146,136
48201533902,2013-2017,245.8,35.8,1,4912,2625,1682,184,421,0,0,0
48201533902,2018-2022,276.0,36.0,1,5161,1562,1107,56,902,1429,1124,305
48201534002,2013-2017,39.0,17.6,0,6375,4600,542,640,486,97,70,27
48201534002,2018-2022,14.0,12.0,0,5268,1728,888,191,1696,748,732,16
48201534003,2013-2017,29.0,18.6,0,2817,1336,855,271,268,54,0,54
48201534003,2018-2022,17.2,20.6,0,2421,954,435,280,282,461,448,13
48201534100,2013-2017,20.4,19.4,0,8859,4733,866,1724,1143,240,164,76
48201534202,2013-2017,33.2,3.6,0,9150,6471,1042,875,619,143,36,107
48201540502,2018-2022,32.8,7.0,0,4682,2218,597,97,1002,657,582,75
48201540601,2018-2022,18.0,8.5,0,4042,2152,393,387,474,540,458,82
48201540602,2013-2017,39.4,16.2,0,7387,4691,866,439,835,556,481,75
48201540602,2018-2022,70.0,10.0,0,7731,1839,1025,831,1431,2605,2593,12
48201540700,2018-2022,15.0,7.8,0,5145,2702,373,595,1193,251,159,92
48201540800,2013-2017,15.0,14.0,0,7671,4781,907,614,1110,135,0,135
48201540800,2018-2022,15.4,14.0,0,6461,2072,899,360,764,2295,2222,73
48201541202,2013-2017,11.0,17.0,0,9064,6737,917,462,370,509,148,361
48201541300,2013-2017,44.6,16.4,0,12533,6406,2132,970,2887,109,30,79
48201541400,2013-2017,33.2,10.8,0,16454,7267,3419,3745,1484,539,297,242
48201541500,2013-2017,17.5,10.5,0,5081,2463,612,1282,310,366,180,186
48201541500,2018-2022,29.6,12.8,0,5744,2769,722,555,747,788,452,336
48201541602,2013-2017,15.666666666666666,16.666666666666668,0,10205,6300,711,330,2190,514,126,388
48201541700,2013-2017,12.0,10.5,0,10937,6079,3326,846,382,260,92,168
48201542000,2013-2017,21.6,6.2,0,15792,10873,2263,1283,669,572,44,528
48201542101,2013-2017,87.8,14.6,0,21735,11337,6213,1395,2511,238,142,96
48201542102,2013-2017,77.8,15.0,0,17154,9432,4836,769,1561,513,46,467
48201542200,2013-2017,62.2,10.6,0,22943,12845,5878,1468,2053,699,50,649
48201542301,2013-2017,19.0,9.8,0,14462,8536,1910,869,2103,791,250,541
48201542302,2013-2017,18.4,6.4,0,8425,5217,1961,636,351,205,156,49
48201542302,2018-2022,25.2,6.6,0,7531,3444,1601,407,759,1320,1071,249
48201542400,2013-2017,65.4,14.8,0,12086,8513,1417,689,1046,395,174,221
48201542600,2018-2022,26.0,3.0,0,7370,3221,864,776,560,1920,1481,439
48201542800,2013-2017,12.0,7.0,0,8045,6964,158,218,686,19,0,19
48201542800,2018-2022,16.6,3.0,0,8449,4885,1113,204,1227,724,480,244
48201542900,2013-2017,16.0,7.8,0,17540,11035,2690,863,1497,1119,350,769
48201543001,2013-2017,20.8,4.8,0,14007,8787,2690,1780,371,182,55,127
48201543003,2013-2017,114.8,10.0,0,21758,13024,4699,1957,1416,543,80,463
48201543200,2013-2017,21.0,18.4,0,7606,5115,438,1112,719,185,95,90
48201550100,2013-2017,146.0,45.0,1,5400,2094,2866,4,320,116,27,89
48201550200,2013-2017,79.8,42.0,1,4129,1389,2541,0,184,15,0,15
48201550301,2013-2017,369.6,25.8,0,7750,2537,4197,0,762,254,171,83
48201550302,2013-2017,224.2,25.4,0,11230,3246,6059,305,1313,307,0,307
48201550401,2013-2017,277.2,28.2,0,14440,5994,5204,662,2101,479,245,234
48201550402,2013-2017,140.2,17.6,0,11168,1742,7474,861,941,111,27,84
48201550500,2013-2017,41.0,18.2,0,6326,2478,2383,749,523,193,10,183
48201550500,2018-2022,36.0,11.4,0,7011,2479,1623,961,696,1146,713,433
48201550601,2013-2017,66.0,16.4,0,7212,2862,2873,281,924,127,42,85
48201550601,2018-2022,31.8,10.0,0,7513,2683,2499,185,323,1823,1716,107
48201550602,2013-2017,27.0,18.0,0,3171,1415,1260,275,206,0,0,0
48201550602,2018-2022,15.333333333333334,13.333333333333334,0,2711,974,725,195,475,332,239,93
48201550603,2013-2017,36.6,23.0,0,5933,3063,1684,230,599,253,169,84
48201550603,2018-2022,19.4,21.6,0,5475,2851,789,415,690,709,683,26
48201550700,2013-2017,21.2,14.6,0,3501,1185,1419,456,298,83,24,59
48201550700,2018-2022,19.8,14.2,0,5048,1172,1078,391,1716,656,546,110
48201550800,2013-2017,146.0,22.6,0,3530,1205,1812,152,238,123,46,77
48201550800,2018-2022,114.0,19.2,0,3679,763,1754,120,338,704,614,90
48201550900,2013-2017,76.0,17.8,0,8834,4306,2035,1495,898,71,40,31
48201551000,2013-2017,19.8,19.0,0,3773,2264,829,335,240,105,14,91
48201551000,2018-2022,13.75,23.75,0,3652,1107,938,206,550,818,818,0
48201551100,2013-2017,46.8,26.4,0,10710,3757,3715,1827,1354,57,3,54
48201551300,2013-2017,35.4,4.2,0,4062,1851,1103,947,105,56,0,56
48201551300,2018-2022,41.4,6.2,0,3945,1058,792,1394,260,441,222,219
48201551500,2013-2017,187.2,9.4,0,8791,4045,2814,1333,357,172,0,172
48201551600,2013-2017,13.4,11.4,0,9317,6072,1127,1188,693,237,39,198
48201551701,2013-2017,11.0,7.0,0,9148,6262,1062,1004,599,221,68,153
48201551900,2013-2017,167.4,16.0,0,5819,2981,2482,69,78,209,35,174
48201552001,2013-2017,23.4,14.0,0,9037,5338,1851,1268,438,98,0,98
48201552102,2013-2017,13.6,2.2,0,6469,4720,505,903,341,0,0,0
48201552102,2018-2022,16.0,1.0,0,5676,3626,811,628,80,531,525,6
48201552103,2013-2017,16.25,13.5,0,3388,2643,455,109,12,18,0,18
48201552103,2018-2022,14.4,5.0,0,3617,1352,1183,206,335,489,430,59
48201552200,2013-2017,81.8,16.2,0,7225,4929,1130,770,234,162,96,66
48201552200,2018-2022,116.8,13.0,0,8189,4089,1189,1345,624,848,828,20
48201552301,2013-2017,14.2,2.8,0,4141,3533,395,148,17,8,0,8
48201552301,2018-2022,18.8,4.8,0,4402,3183,508,98,226,352,318,34
48201552400,2013-2017,97.2,11.4,0,7736,4689,1709,559,305,448,157,291
48201552500,2013-2017,13.5,8.0,0,11396,7933,1210,1266,536,434,202,232
48201552601,2013-2017,184.2,23.0,0,6042,2678,2464,576,258,48,0,48
48201552800,2013-2017,19.666666666666668,8.333333333333334,0,9256,6796,1751,467,96,146,31,115
48201552900,2013-2017,45.0,10.0,0,8311,4938,2072,396,56,622,84,538
48201553002,2013-2017,22.8,15.2,0,4754,2254,1019,863,584,34,0,34
48201553002,2018-2022,30.6,10.2,0,4712,2512,651,550,592,407,210,197
48201553100,2013-2017,15.0,9.6,0,5785,2836,1614,157,892,286,57,229
48201553200,2013-2017,25.75,20.75,0,6665,3313,2329,362,538,123,38,85
48201553300,2013-2017,21.0,27.0,0,6931,1844,3529,84,843,331,37,294
48201553300,2018-2022,22.2,26.6,0,3857,616,2925,0,224,92,77,15
48201553403,2013-2017,19.0,3.3333333333333335,0,6793,4621,641,908,266,337,0,337
48201553403,2018-2022,36.8,2.8,0,8636,5566,1591,492,416,557,402,155
48201553500,2018-2022,14.0,3.0,0,6892,5092,733,123,394,498,354,144
48201554403,2013-2017,12.0,4.666666666666667,0,11671,8414,1487,1345,201,196,0,196
48201554801,2013-2017,20.333333333333332,11.0,0,18061,12299,1971,1216,1805,378,0,378
48201554902,2018-2022,15.0,2.0,0,10906,7029,1566,652,956,627,221,406
48201555000,2013-2017,12.0,7.0,0,8105,6064,979,574,317,171,0,171
48201555200,2013-2017,15.0,13.0,0,8271,6761,545,233,384,317,10,307
48201555200,2018-2022,34.0,8.2,0,12448,7400,1518,488,897,2019,1363,656
48201555401,2013-2017,14.0,5.0,0,2854,2346,293,25,141,28,21,7
48201555402,2013-2017,14.0,22.5,0,7861,6811,518,186,176,170,22,148
48201555701,2018-2022,15.0,2.5,0,11826,6897,2083,1000,911,935,362,573
48201556000,2013-2017,16.0,13.4,0,7968,5827,1048,338,663,41,0,41
48201556000,2018-2022,29.8,15.0,0,11421,6259,1791,181,1725,1453,930,523
48201980100,2013-2017,69.25,24.25,0,733,282,366,0,79,6,0,6
48201980100,2018-2022,105.6,42.0,1,0,0,0,0,0,0,0,0
